o;o_label;o_synonym
http://api.brain-map.org/api/v2/data/Structure/1047;Primary somatosensory area, barrel field, layer 4 (mba);Primary somatosensory area barrel field layer 4
http://api.brain-map.org/api/v2/data/Structure/1066;Anteromedial visual area, layer 2/3 (mba);Anteromedial visual area layer 2/3
http://api.brain-map.org/api/v2/data/Structure/1070;Primary somatosensory area, barrel field, layer 5 (mba);Primary somatosensory area barrel field layer 5
http://api.brain-map.org/api/v2/data/Structure/1074;Anterolateral visual area, layer 1 (mba);Anterolateral visual area layer 1
http://api.brain-map.org/api/v2/data/Structure/1086;Primary somatosensory area, trunk, layer 4 (mba);Primary somatosensory area trunk layer 4
http://api.brain-map.org/api/v2/data/Structure/1111;Primary somatosensory area, trunk, layer 5 (mba);Primary somatosensory area trunk layer 5
http://api.brain-map.org/api/v2/data/Structure/1114;Anterolateral visual area, layer 4 (mba);Anterolateral visual area layer 4
http://api.brain-map.org/api/v2/data/Structure/121;Lateral visual area, layer 6b (mba);Lateral visual area layer 6b
http://api.brain-map.org/api/v2/data/Structure/182305705;Primary somatosensory area, unassigned, layer 5 (mba);Primary somatosensory area unassigned layer 5
http://api.brain-map.org/api/v2/data/Structure/201;Primary somatosensory area, barrel field, layer 2/3 (mba);Primary somatosensory area barrel field layer 2/3
http://api.brain-map.org/api/v2/data/Structure/233;Anterolateral visual area, layer 5 (mba);Anterolateral visual area layer 5
http://api.brain-map.org/api/v2/data/Structure/234;Temporal association areas, layer 4 (mba);Temporal association areas layer 4
http://api.brain-map.org/api/v2/data/Structure/251;Primary auditory area, layer 2/3 (mba);Primary auditory area layer 2/3
http://api.brain-map.org/api/v2/data/Structure/257;posteromedial visual area, layer 6a (mba);posteromedial visual area layer 6a
http://api.brain-map.org/api/v2/data/Structure/269;Posterolateral visual area, layer 2/3 (mba);Posterolateral visual area layer 2/3
http://api.brain-map.org/api/v2/data/Structure/274;Retrosplenial area, dorsal part, layer 6a (mba);Retrosplenial area dorsal part layer 6a
http://api.brain-map.org/api/v2/data/Structure/281;Anteromedial visual area, layer 1 (mba);Anteromedial visual area layer 1
http://api.brain-map.org/api/v2/data/Structure/305;Primary visual area, layer 6b (mba);Primary visual area layer 6b
http://api.brain-map.org/api/v2/data/Structure/312782558;Anterior area, layer 4 (mba);Anterior area layer 4
http://api.brain-map.org/api/v2/data/Structure/312782562;Anterior area, layer 5 (mba);Anterior area layer 5
http://api.brain-map.org/api/v2/data/Structure/312782570;Anterior area, layer 6b (mba);Anterior area layer 6b
http://api.brain-map.org/api/v2/data/Structure/312782582;Laterointermediate area, layer 2/3 (mba);Laterointermediate area layer 2/3
http://api.brain-map.org/api/v2/data/Structure/312782586;Laterointermediate area, layer 4 (mba);Laterointermediate area layer 4
http://api.brain-map.org/api/v2/data/Structure/312782590;Laterointermediate area, layer 5 (mba);Laterointermediate area layer 5
http://api.brain-map.org/api/v2/data/Structure/312782594;Laterointermediate area, layer 6a (mba);Laterointermediate area layer 6a
http://api.brain-map.org/api/v2/data/Structure/312782598;Laterointermediate area, layer 6b (mba);Laterointermediate area layer 6b
http://api.brain-map.org/api/v2/data/Structure/312782608;Rostrolateral area, layer 2/3 (mba);Rostrolateral area layer 2/3
http://api.brain-map.org/api/v2/data/Structure/312782612;Rostrolateral area, layer 4 (mba);Rostrolateral area layer 4
http://api.brain-map.org/api/v2/data/Structure/312782620;Rostrolateral area, layer 6a (mba);Rostrolateral area layer 6a
http://api.brain-map.org/api/v2/data/Structure/312782636;Postrhinal area, layer 2/3 (mba);Postrhinal area layer 2/3
http://api.brain-map.org/api/v2/data/Structure/312782640;Postrhinal area, layer 4 (mba);Postrhinal area layer 4
http://api.brain-map.org/api/v2/data/Structure/312782644;Postrhinal area, layer 5 (mba);Postrhinal area layer 5
http://api.brain-map.org/api/v2/data/Structure/312782648;Postrhinal area, layer 6a (mba);Postrhinal area layer 6a
http://api.brain-map.org/api/v2/data/Structure/312782652;Postrhinal area, layer 6b (mba);Postrhinal area layer 6b
http://api.brain-map.org/api/v2/data/Structure/33;Primary visual area, layer 6a (mba);Primary visual area layer 6a
http://api.brain-map.org/api/v2/data/Structure/393;Posterolateral visual area, layer 6b (mba);Posterolateral visual area layer 6b
http://api.brain-map.org/api/v2/data/Structure/401;Anteromedial visual area, layer 4 (mba);Anteromedial visual area layer 4
http://api.brain-map.org/api/v2/data/Structure/41;posteromedial visual area, layer 2/3 (mba);posteromedial visual area layer 2/3
http://api.brain-map.org/api/v2/data/Structure/421;Lateral visual area, layer 1 (mba);Lateral visual area layer 1
http://api.brain-map.org/api/v2/data/Structure/433;Anteromedial visual area, layer 5 (mba);Anteromedial visual area layer 5
http://api.brain-map.org/api/v2/data/Structure/434;Retrosplenial area, dorsal part, layer 2/3 (mba);Retrosplenial area dorsal part layer 2/3
http://api.brain-map.org/api/v2/data/Structure/469;posteromedial visual area, layer 6b (mba);posteromedial visual area layer 6b
http://api.brain-map.org/api/v2/data/Structure/501;posteromedial visual area, layer 4 (mba);posteromedial visual area layer 4
http://api.brain-map.org/api/v2/data/Structure/565;posteromedial visual area, layer 5 (mba);posteromedial visual area layer 5
http://api.brain-map.org/api/v2/data/Structure/573;Lateral visual area, layer 4 (mba);Lateral visual area layer 4
http://api.brain-map.org/api/v2/data/Structure/590;Retrosplenial area, ventral part, layer 6a (mba);Retrosplenial area ventral part layer 6a
http://api.brain-map.org/api/v2/data/Structure/593;Primary visual area, layer 1 (mba);Primary visual area layer 1
http://api.brain-map.org/api/v2/data/Structure/601;Anterolateral visual area, layer 6a (mba);Anterolateral visual area layer 6a
http://api.brain-map.org/api/v2/data/Structure/610;Retrosplenial area, dorsal part, layer 5 (mba);Retrosplenial area dorsal part layer 5
http://api.brain-map.org/api/v2/data/Structure/613;Lateral visual area, layer 5 (mba);Lateral visual area layer 5
http://api.brain-map.org/api/v2/data/Structure/649;Anterolateral visual area, layer 6b (mba);Anterolateral visual area layer 6b
http://api.brain-map.org/api/v2/data/Structure/654;Primary somatosensory area, nose, layer 4 (mba);Primary somatosensory area nose layer 4
http://api.brain-map.org/api/v2/data/Structure/671;Retrosplenial area, lateral agranular part, layer 1 (mba);Retrosplenial area lateral agranular part layer 1
http://api.brain-map.org/api/v2/data/Structure/687;Retrosplenial area, ventral part, layer 5 (mba);Retrosplenial area ventral part layer 5
http://api.brain-map.org/api/v2/data/Structure/719;Primary somatosensory area, layer 6b (mba);Primary somatosensory area layer 6b
http://api.brain-map.org/api/v2/data/Structure/721;Primary visual area, layer 4 (mba);Primary visual area layer 4
http://api.brain-map.org/api/v2/data/Structure/729;Temporal association areas, layer 6a (mba);Temporal association areas layer 6a
http://api.brain-map.org/api/v2/data/Structure/74;Lateral visual area, layer 6a (mba);Lateral visual area layer 6a
http://api.brain-map.org/api/v2/data/Structure/774;Retrosplenial area, lateral agranular part, layer 5 (mba);Retrosplenial area lateral agranular part layer 5
http://api.brain-map.org/api/v2/data/Structure/778;Primary visual area, layer 5 (mba);Primary visual area layer 5
http://api.brain-map.org/api/v2/data/Structure/791;Posterior auditory area, layer 5 (mba);Posterior auditory area layer 5
http://api.brain-map.org/api/v2/data/Structure/805;posteromedial visual area, layer 1 (mba);posteromedial visual area layer 1
http://api.brain-map.org/api/v2/data/Structure/821;Primary visual area, layer 2/3 (mba);Primary visual area layer 2/3
http://api.brain-map.org/api/v2/data/Structure/869;Posterolateral visual area, layer 4 (mba);Posterolateral visual area layer 4
http://api.brain-map.org/api/v2/data/Structure/902;Posterolateral visual area, layer 5 (mba);Posterolateral visual area layer 5
http://api.brain-map.org/api/v2/data/Structure/905;Anterolateral visual area, layer 2/3 (mba);Anterolateral visual area layer 2/3
http://api.brain-map.org/api/v2/data/Structure/906;Retrosplenial area, lateral agranular part, layer 6a (mba);Retrosplenial area lateral agranular part layer 6a
http://api.brain-map.org/api/v2/data/Structure/954;Primary auditory area, layer 6a (mba);Primary auditory area layer 6a
http://api.brain-map.org/api/v2/data/Structure/965;Retrosplenial area, lateral agranular part, layer 2/3 (mba);Retrosplenial area lateral agranular part layer 2/3
http://api.brain-map.org/api/v2/data/Structure/973;Lateral visual area, layer 2/3 (mba);Lateral visual area layer 2/3
http://purl.obolibrary.org/obo/UBERON_0000006;islet of Langerhans;pancreatic islet
http://purl.obolibrary.org/obo/UBERON_0000006;islet of Langerhans;pancreatic insula
http://purl.obolibrary.org/obo/UBERON_0000006;islet of Langerhans;islets of Langerhans
http://purl.obolibrary.org/obo/UBERON_0000006;islet of Langerhans;island of pancreas
http://purl.obolibrary.org/obo/UBERON_0000006;islet of Langerhans;island of Langerhans
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;spinal ganglion part of peripheral nervous system
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;spinal ganglion
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;posterior root ganglion
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;ganglion spinalis
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;ganglion spinale
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;ganglion sensorium nervi spinalis
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;ganglion of dorsal root
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;DRG
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;dorsal root ganglia
http://purl.obolibrary.org/obo/UBERON_0000044;dorsal root ganglion;dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0000127;facial nucleus;nucleus of facial nerve
http://purl.obolibrary.org/obo/UBERON_0000127;facial nucleus;facial VII nucleus
http://purl.obolibrary.org/obo/UBERON_0000127;facial nucleus;facial VII motor nucleus
http://purl.obolibrary.org/obo/UBERON_0000127;facial nucleus;facial nerve nucleus
http://purl.obolibrary.org/obo/UBERON_0000388;epiglottis;
http://purl.obolibrary.org/obo/UBERON_0000388;Epiglottis;
http://purl.obolibrary.org/obo/UBERON_0000468;multicellular organism;whole organism
http://purl.obolibrary.org/obo/UBERON_0000468;multicellular organism;whole body
http://purl.obolibrary.org/obo/UBERON_0000468;multicellular organism;multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000468;multicellular organism;Koerper
http://purl.obolibrary.org/obo/UBERON_0000468;multicellular organism;body
http://purl.obolibrary.org/obo/UBERON_0000468;multicellular organism;organism
http://purl.obolibrary.org/obo/UBERON_0000947;aorta;trunk of systemic arterial tree
http://purl.obolibrary.org/obo/UBERON_0000947;aorta;trunk of aortic tree
http://purl.obolibrary.org/obo/UBERON_0000947;aorta;dorsal aorta
http://purl.obolibrary.org/obo/UBERON_0000947;aorta;arteria maxima
http://purl.obolibrary.org/obo/UBERON_0000961;thoracic ganglion;thorax ganglion
http://purl.obolibrary.org/obo/UBERON_0000961;thoracic ganglion;thoracic sympathetic ganglion
http://purl.obolibrary.org/obo/UBERON_0000961;thoracic ganglion;thoracic splanchnic ganglion
http://purl.obolibrary.org/obo/UBERON_0000961;thoracic ganglion;thoracic paravertebral ganglion
http://purl.obolibrary.org/obo/UBERON_0000961;thoracic ganglion;ganglion thoracicum splanchnicum
http://purl.obolibrary.org/obo/UBERON_0000961;thoracic ganglion;ganglion of thorax
http://purl.obolibrary.org/obo/UBERON_0000966;retina;tunica interna of eyeball
http://purl.obolibrary.org/obo/UBERON_0000966;retina;retinas
http://purl.obolibrary.org/obo/UBERON_0000966;retina;retina of camera-type eye
http://purl.obolibrary.org/obo/UBERON_0000966;retina;Netzhaut
http://purl.obolibrary.org/obo/UBERON_0000966;retina;inner layer of eyeball
http://purl.obolibrary.org/obo/UBERON_0000988;pons;pons Varolii
http://purl.obolibrary.org/obo/UBERON_0000988;pons;pons of Varolius
http://purl.obolibrary.org/obo/UBERON_0000988;pons;pons cerebri
http://purl.obolibrary.org/obo/UBERON_0001043;esophagus;oesophagus
http://purl.obolibrary.org/obo/UBERON_0001043;esophagus;gullet
http://purl.obolibrary.org/obo/UBERON_0001103;diaphragm;thoracic diaphragm
http://purl.obolibrary.org/obo/UBERON_0001103;diaphragm;phren
http://purl.obolibrary.org/obo/UBERON_0001103;diaphragm;midriff
http://purl.obolibrary.org/obo/UBERON_0001103;diaphragm;diaphragm of thorax
http://purl.obolibrary.org/obo/UBERON_0001103;diaphragm;diaphragm muscle
http://purl.obolibrary.org/obo/UBERON_0001158;descending colon;colon descendens
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;ventriculus organ mucosa
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;ventriculus mucous membrane
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;ventriculus mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;ventriculus mucosa
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;tunica mucosa gastris
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;tunica mucosa gastricae
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;tunica mucosa (gaster)
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;stomach organ mucosa
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;stomach mucous membrane
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;stomach mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;stomach mucosa
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;organ mucosa of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;organ mucosa of stomach
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;mucous membrane of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;mucous membrane of stomach
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;mucosa of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;mucosa of organ of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;mucosa of organ of stomach
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;Magenschleimhaut
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;gastric mucous membrane
http://purl.obolibrary.org/obo/UBERON_0001199;mucosa of stomach;gastric mucosa
http://purl.obolibrary.org/obo/UBERON_0001200;submucosa of stomach;ventriculus submucosa
http://purl.obolibrary.org/obo/UBERON_0001200;submucosa of stomach;tela submucosa ventriculi
http://purl.obolibrary.org/obo/UBERON_0001200;submucosa of stomach;tela submucosa gastricae
http://purl.obolibrary.org/obo/UBERON_0001200;submucosa of stomach;tela submucosa (gaster)
http://purl.obolibrary.org/obo/UBERON_0001200;submucosa of stomach;submucous layer of stomach
http://purl.obolibrary.org/obo/UBERON_0001200;submucosa of stomach;submucosa of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001200;submucosa of stomach;stomach submucosa
http://purl.obolibrary.org/obo/UBERON_0001200;submucosa of stomach;gastric submucosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;wall of ventriculus serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;wall of ventriculus serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;wall of stomach serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;wall of stomach serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;visceral peritoneum of stomach
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;ventriculus wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;ventriculus wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;ventriculus anatomical wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;ventriculus anatomical wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;tunica serosa gastricae
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;tunica serosa (gaster)
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;stomach wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;stomach wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;stomach serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;stomach anatomical wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;stomach anatomical wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous membrane of wall of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous membrane of wall of stomach
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous membrane of ventriculus wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous membrane of ventriculus anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous membrane of stomach wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous membrane of stomach anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous membrane of gastric wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous membrane of anatomical wall of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous membrane of anatomical wall of stomach
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serous coat of stomach
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serosa of wall of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serosa of wall of stomach
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serosa of ventriculus wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serosa of ventriculus anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serosa of stomach wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serosa of stomach anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serosa of gastric wall
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serosa of anatomical wall of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;serosa of anatomical wall of stomach
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;gastric wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;gastric wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;gastric serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;anatomical wall of ventriculus serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;anatomical wall of ventriculus serosa
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;anatomical wall of stomach serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201;serosa of stomach;anatomical wall of stomach serosa
http://purl.obolibrary.org/obo/UBERON_0001203;muscularis mucosae of stomach;tunica muscularis gastricae
http://purl.obolibrary.org/obo/UBERON_0001203;muscularis mucosae of stomach;stomach muscularis mucosa
http://purl.obolibrary.org/obo/UBERON_0001203;muscularis mucosae of stomach;muscular coat of stomach
http://purl.obolibrary.org/obo/UBERON_0001203;muscularis mucosae of stomach;lamina muscularis of gastric mucosa
http://purl.obolibrary.org/obo/UBERON_0001203;muscularis mucosae of stomach;lamina muscularis mucosae gastricae
http://purl.obolibrary.org/obo/UBERON_0001203;muscularis mucosae of stomach;lamina muscularis mucosae (tunica mucosa)(gaster)
http://purl.obolibrary.org/obo/UBERON_0001203;muscularis mucosae of stomach;gastric muscularis mucosa
http://purl.obolibrary.org/obo/UBERON_0001211;Peyer's patch;Peyers patch
http://purl.obolibrary.org/obo/UBERON_0001211;Peyer's patch;Peyers gland
http://purl.obolibrary.org/obo/UBERON_0001211;Peyer's patch;noduli lymphoidei aggregati
http://purl.obolibrary.org/obo/UBERON_0001211;Peyer's patch;aggregated lymphoid nodule
http://purl.obolibrary.org/obo/UBERON_0001211;Peyer's patch;aggregated lymphoid follicle of intestine
http://purl.obolibrary.org/obo/UBERON_0001235;adrenal cortex;suprarenal cortex
http://purl.obolibrary.org/obo/UBERON_0001235;adrenal cortex;suprarenal
http://purl.obolibrary.org/obo/UBERON_0001235;adrenal cortex;cortex of suprarenal gland
http://purl.obolibrary.org/obo/UBERON_0001235;adrenal cortex;cortex of adrenal gland
http://purl.obolibrary.org/obo/UBERON_0001235;adrenal cortex;cortex glandulae suprarenalis
http://purl.obolibrary.org/obo/UBERON_0001235;adrenal cortex;cortex (glandula suprarenalis)
http://purl.obolibrary.org/obo/UBERON_0001235;adrenal cortex;adrenal gland cortex
http://purl.obolibrary.org/obo/UBERON_0001236;adrenal medulla;suprarenal medulla
http://purl.obolibrary.org/obo/UBERON_0001236;adrenal medulla;medulla of suprarenal gland
http://purl.obolibrary.org/obo/UBERON_0001236;adrenal medulla;medulla of glandula suprarenalis
http://purl.obolibrary.org/obo/UBERON_0001236;adrenal medulla;medulla of adrenal gland
http://purl.obolibrary.org/obo/UBERON_0001236;adrenal medulla;medulla glandulae suprarenalis
http://purl.obolibrary.org/obo/UBERON_0001236;adrenal medulla;medulla (glandula suprarenalis)
http://purl.obolibrary.org/obo/UBERON_0001236;adrenal medulla;chromaffin cells
http://purl.obolibrary.org/obo/UBERON_0001236;adrenal medulla;adrenal gland medulla
http://purl.obolibrary.org/obo/UBERON_0001236;adrenal medulla;adrenal central medulla
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;wall of intestine serous membrane
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;wall of intestine serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;wall of bowel serous membrane
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;wall of bowel serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;visceral peritoneum of intestine
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serous membrane of wall of intestine
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serous membrane of wall of bowel
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serous membrane of intestine wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serous membrane of intestine anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serous membrane of intestinal wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serous membrane of bowel wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serous membrane of bowel anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serous membrane of anatomical wall of intestine
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serous membrane of anatomical wall of bowel
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serosa of wall of intestine
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serosa of wall of bowel
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serosa of intestine wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serosa of intestine anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serosa of intestinal wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serosa of bowel wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serosa of bowel anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serosa of anatomical wall of intestine
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;serosa of anatomical wall of bowel
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;intestine wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;intestine wall serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;intestine serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;intestine anatomical wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;intestine anatomical wall serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;intestinal wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;intestinal wall serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;intestinal serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;bowel wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;bowel wall serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;bowel anatomical wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;bowel anatomical wall serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;anatomical wall of intestine serous membrane
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;anatomical wall of intestine serosa
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;anatomical wall of bowel serous membrane
http://purl.obolibrary.org/obo/UBERON_0001243;serosa of intestine;anatomical wall of bowel serosa
http://purl.obolibrary.org/obo/UBERON_0001250;red pulp of spleen;splenic red pulp
http://purl.obolibrary.org/obo/UBERON_0001250;red pulp of spleen;spleen red pulp
http://purl.obolibrary.org/obo/UBERON_0001250;red pulp of spleen;red pulp
http://purl.obolibrary.org/obo/UBERON_0001250;red pulp of spleen;pulpa splenica
http://purl.obolibrary.org/obo/UBERON_0001250;red pulp of spleen;pulpa rubra
http://purl.obolibrary.org/obo/UBERON_0001258;neck of urinary bladder;vesical neck
http://purl.obolibrary.org/obo/UBERON_0001258;neck of urinary bladder;urinary bladder neck
http://purl.obolibrary.org/obo/UBERON_0001258;neck of urinary bladder;neck of bladder
http://purl.obolibrary.org/obo/UBERON_0001258;neck of urinary bladder;collum vesicae
http://purl.obolibrary.org/obo/UBERON_0001258;neck of urinary bladder;cervix vesicae urinariae
http://purl.obolibrary.org/obo/UBERON_0001258;neck of urinary bladder;cervix vesicae
http://purl.obolibrary.org/obo/UBERON_0001258;neck of urinary bladder;bladder neck
http://purl.obolibrary.org/obo/UBERON_0001605;ciliary muscle;musculus ciliarus
http://purl.obolibrary.org/obo/UBERON_0001605;ciliary muscle;musculus ciliaris
http://purl.obolibrary.org/obo/UBERON_0001605;ciliary muscle;ciliaris
http://purl.obolibrary.org/obo/UBERON_0001605;ciliary muscle;Bowman`s muscles
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;spincter pupillae
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;sphincter pupillae muscle
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;sphincter muscle of pupil
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;pupillary sphincter muscle
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;pupillary sphincter
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;pupillary constrictor muscle
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;musculus sphincter pupillae
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;m. sphincter pupillae
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;M. sphincter pupillae
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;iris sphincter muscle
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;iris sphincter
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;iris constrictor muscle
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;iris constrictor
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;constrictor pupillae
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;circular fibers
http://purl.obolibrary.org/obo/UBERON_0001607;sphincter pupillae;sphincter pupillae
http://purl.obolibrary.org/obo/UBERON_0001629;carotid body;glomus caroticum
